nama_spklu,periode_data,owner_operator,lokasi,jumlah_unit,teknologi
"SPKLU NISCALA PLN UP3 PONDOK KOPI",2025,"CS ENERGY","JL. RADEN INTEN II NO.10, KALIMALANG, RT.4/RW.7, DUREN SAWIT, JAKARTA TIMUR, DKI JAKARTA 13930",1,"ULTRA FAST CHARGING"
"SPKLU HVT PLN PUSAT",2025,"PT HIGH VOLT TECHNOLOGY","JALAN TRUNOJOYO BLOK M – I NO 135 KEBAYORAN BARU, JAKARTA",1,"ULTRA FAST CHARGING"
"SPKLU CENTER DAYA+ PLN UP3 BULUNGAN",2025,"PT ENERGI ANUGERAH DIVINA","JALAN SISINGAMANGARAJA NO.1",2,"ULTRA FAST CHARGING"
"SPKLU APARTEMEN TAMAN RASUNA",2025,"PT LISTRIK ANUGERAH DIVINA","JL. EPICENTRUM BOULEVARD TIM. NO.17, RT.17/RW.1, MENTENG ATAS, KECAMATAN SETIABUDI, KOTA JAKARTA SELATAN, DAERAH KHUSUS IBUKOTA JAKARTA 12960",2,"ULTRA FAST CHARGING"
"SPKLU CLUSTER VENICE",2025,PLN,"JL VENICE 1 RT17 RT007, KEL. KAPUK MUARA, KEC. PENJARINGAN, JAKARTA UTARA",2,"MEDIUM CHARGING"
"SPKLU BALAI PRAJURIT CILANDAK",2025,PLN,"JL. RAYA CILANDAK KKO NO.3, RT.12/RW.5, CILANDAK TIM., PS. MINGGU, KOTA JAKARTA SELATAN, DAERAH KHUSUS IBUKOTA JAKARTA 12430",2,"ULTRA FAST CHARGING"
"SPKLU PLN BBN",2025,PLN,"JL. HJ. TUTTY ALAWIYAH NO.10, KALIBATA, KEC. PANCORAN, KOTA JAKARTA SELATAN",2,"MEDIUM CHARGING"
"SPKLU 3POINT CAFE & RESTO",2025,PLN,"JL. TEBET RAYA NO.90, RT.1/RW.3, TEBET TIM., KEC. TEBET, KOTA JAKARTA SELATAN, DAERAH KHUSUS IBUKOTA JAKARTA 12820",2,"MEDIUM CHARGING"
"SPKLU RSU FATMAWATI PARKIR MASJID",2025,PLN,"JL. BOUGENVILLE RSUP FATMAWATI NO.74 4, RT.4/RW.9, CILANDAK BAR., KEC. CILANDAK, KOTA JAKARTA SELATAN, DAERAH KHUSUS IBUKOTA JAKARTA 12430",1,"MEDIUM CHARGING"
"SPKLU APARTEMEN SENAYAN RESIDENCE",2025,PLN,"JL. PATAL SENAYAN 1 NO.5, RT.1/RW.7, GROGOL UTARA, KEC. KEBAYORAN LAMA, KOTA JAKARTA SELATAN, DAERAH KHUSUS IBUKOTA JAKARTA 12210",2,"MEDIUM CHARGING"
"SPKLU CLUSTER JOHAR GOLF",2025,PLN,"JL. JOHAR GOLF RAYA, KAMAL MUARA, KECAMATAN PENJARINGAN, JAKARTA UTARA",2,"MEDIUM CHARGING"
"SPKLU CLUSTER JOHAR HIJAU",2025,PLN,"JL. JOHAR HIJAU RAYA, KAMAL MUARA, KECAMATAN PENJARINGAN, JAKARTA UTARA",2,"MEDIUM CHARGING"
"SPKLU UJB BALAI SAMUDERA",2025,PLN,"KLP. GADING BAR., JKT UTARA, DAERAH KHUSUS IBUKOTA JAKARTA",4,"ULTRA FAST CHARGING"
"JASA RAHARJA KANWIL DKI JAKARTA",2025,PLN,"JL. JATINEGARA TIMUR NO.107, RT.1/RW.2, BALI MESTER, KECAMATAN JATINEGARA, KOTA JAKARTA TIMUR, DAERAH KHUSUS IBUKOTA JAKARTA 13310",1,"FAST CHARGING"
"SPKLU UCI WALIKOTA JAKARTA UTARA",2025,"PT USAHA CHUNLAN INDONESIA","KB. BAWANG, JKT UTARA, DAERAH KHUSUS IBUKOTA JAKARTA",1,"ULTRA FAST CHARGING"
"SPKLU ARTHAMAS LTC GLODOK",2025,"PT USAHA CHUNLAN INDONESIA","MANGGA BESAR, KOTA JAKARTA BARAT, DAERAH KHUSUS IBUKOTA JAKARTA",1,"ULTRA FAST CHARGING"
"SPKLU EVCITY APARTEMEN PURI CASABLANCA",2025,"PT LISTRIK ANUGERAH DIVINA","JL. PURI CASABLANCA NO.1, RT.4/RW.12, MENTENG DALAM, KEC. TEBET, KOTA JAKARTA SELATAN, DAERAH KHUSUS IBUKOTA JAKARTA 12870",2,"ULTRA FAST CHARGING"
"SPKLU UCI BENY LEPAS MAS KLP GADING",2025,"PT USAHA CHUNLAN INDONESIA","JL. BOULEVARD RAYA BLOK DA NO.1, KLP. GADING TIM., KEC. KLP. GADING, JKT UTARA, DAERAH KHUSUS IBUKOTA JAKARTA 14240",1,"ULTRA FAST CHARGING"
"SPKLU EVCITY KEMENTERIAN PERINDUSTRIAN",2025,"PT LISTRIK ANUGERAH DIVINA","JL. GATOT SUBROTO NO.KAV. 52-53, RT.1/RW.4, KUNINGAN TIM., KECAMATAN SETIABUDI, KOTA JAKARTA SELATAN, DAERAH KHUSUS IBUKOTA JAKARTA 12950",2,"ULTRA FAST CHARGING"
"SPKLU EVCITY JOGLO KEMANG",2025,"PT LISTRIK ANUGERAH DIVINA","JL. MADRASAH NO.14, CILANDAK TIM., PS. MINGGU, KOTA JAKARTA SELATAN, DAERAH KHUSUS IBUKOTA JAKARTA 12560",1,"ULTRA FAST CHARGING"
"SPKLU (ARISTA POWER) DAAN MOGOT",2025,ARISTA,"JL. DAAN MOGOT KM. 11 NO.3A, RT.12/RW.3, CENGKARENG TIM., KECAMATAN CENGKARENG, KOTA JAKARTA BARAT, DAERAH KHUSUS IBUKOTA JAKARTA 11710",2,"ULTRA FAST CHARGING"
"SPKLU MOBILE LRT CITY CIRACAS",2025,PLN,"HALAMAN PARKIR STASIUN LRT CIRACAS",1,"ULTRA FAST CHARGING"
"SPKLU EV POWER MASJID AGUNG AT-TIN",2025,"EV POWER","JL. TAMAN MINI I NO.3, RW.3, PINANG RANTI, KEC. MAKASAR, KOTA JAKARTA TIMUR, DAERAH KHUSUS IBUKOTA JAKARTA 13560",3,"ULTRA FAST CHARGING"
"SPKLU ROYAL RESIDENCE",2025,PLN,"JL. ROYAL BOULEVARD NO.19, KEC. CAKUNG, KOTA JAKARTA TIMUR, DAERAH KHUSUS IBUKOTA JAKARTA 13960",1,"ULTRA FAST CHARGING"
"SPKLU NAM HOTEL KEMAYORAN",2025,"PT LISTRIK ANUGERAH DIVINA","JL. RENDANI, GN. SAHARI SEL., KEC. KEMAYORAN, KOTA JAKARTA PUSAT, DAERAH KHUSUS IBUKOTA JAKARTA 10610",1,"ULTRA FAST CHARGING"
"HYUNDAI SIMPRUG (KHUSUS KENDARAAN HYUNDAI)",2025,HYUNDAI,"JL. TEUKU NYAK ARIEF NO.14, GROGOL SEL., KEC. KBY. LAMA, KOTA JAKARTA SELATAN, DAERAH KHU",2,"STANDART CHARGING"
"HYUNDAI CILANDAK (KHUSUS KENDARAAN HYUNDAI)",2025,HYUNDAI,"JAKARTA SELATAN, LB. BULUS, KEC. CILANDAK, KOTA JAKARTA SELATAN, DAERAH KHUSUS IBUKOTA JAKARTA",2,"STANDART CHARGING"
"HYUNDAI KELAPA GADING (KHUSUS KENDARAAN HYUNDAI)",2025,HYUNDAI,"JL. BOULEVARD BAR. RAYA NO.32A, KELAPA GADING BAR., JAKARTA UTARA, DKI JAKARTA",1,"STANDART CHARGING"
"HYUNDAI SUNTER (KHUSUS KENDARAAN HYUNDAI)",2025,HYUNDAI,"JL. BAMBU KUNING NO.20, SUNTER AGUNG, TANJUNG PRIOK, JAKARTA UTARA, DKI JAKARTA",2,"STANDART CHARGING"
"HYUNDAI KALIMALANG (KHUSUS KENDARAAN HYUNDAI)",2025,HYUNDAI,"JL. KELAPA HIJAU RAYA NO.8, PD. KLP., KEC. DUREN SAWIT, KOTA JAKARTA TIMUR, DKI JAKARTA",2,"STANDART CHARGING"
"HYUNDAI PANCORAN (KHUSUS KENDARAAN HYUNDAI)",2025,HYUNDAI,"JL. RAYA PASAR MINGGU NO.7, PANCORAN, KEC. PANCORAN, KOTA JAKARTA SELATAN, DKI JAKARTA",2,"STANDART CHARGING"
"HYUNDAI SAWAH BESAR (KHUSUS KENDARAAN HYUNDAI)",2025,HYUNDAI,"JL. SUKARJO WIRYOPRANOTO NO.49, MAPHAR, JAKARTA, KOTA JAKARTA BARAT, DKI JAKARTA 11160",1,"STANDART CHARGING"
"HYUNDAI LIPPO MALL PURI (KHUSUS KENDARAAN HYUNDAI)",2025,HYUNDAI,"JL. PURI INDAH RAYA, BLOK U 1, JL. PURI INDAH RAYA, KEMBANGAN, JAKARTA BARAT, DKI JAKARTA 11610",1,"STANDART CHARGING"
"HYUNDAI KEBON JERUK (KHUSUS KENDARAAN HYUNDAI)",2025,HYUNDAI,"JL. PANJANG, RW.5, KEDOYA UTARA, KEC. KB. JERUK, KOTA JAKARTA BARAT, DKI JAKARTA",2,"STANDART CHARGING"
"HYUNDAI FATMAWATI (KHUSUS KENDARAAN HYUNDAI)",2025,HYUNDAI,"JL. RS. FATMAWATI RAYA, CILANDAK BAR., KEC. CILANDAK, KOTA JAKARTA SELATAN, DKI JAKARTA 12430",1,"STANDART CHARGING"
"HYUNDAI PLUIT (KHUSUS KENDARAAN HYUNDAI)",2025,HYUNDAI,"JL. PLUIT INDAH NO.8, PLUIT, KEC. PENJARINGAN, KOTA JKT UTARA, DKI JAKARTA",1,"STANDART CHARGING"
"HYUNDAI JOGLO (KHUSUS KENDARAAN HYUNDAI)",2025,HYUNDAI,"JL. H. MUCHTAR RAYA NO.28A, JOGLO, KEC. KEMBANGAN, KOTA JAKARTA BARAT, DKI JAKARTA 11640",1,"STANDART CHARGING"
"HYUNDAI PEGANGSAAN (KHUSUS KENDARAAN HYUNDAI)",2025,HYUNDAI,"JAKARTA UTARA, PEGANGSAAN DUA, KEC. KLP. GADING, KOTA JKT UTARA, DAERAH KHUSUS IBUKOTA JAKARTA",2,"STANDART CHARGING"
"HYUNDAI MAMPANG (KHUSUS KENDARAAN HYUNDAI)",2025,HYUNDAI,"JL. HJ. TUTTY ALAWIYAH NO.1, KALIBATA, KEC. PANCORAN, KOTA JAKARTA SELATAN, DKI JAKARTA 12740",2,"STANDART CHARGING"
"HYUNDAI DI PANJAITAN (KHUSUS KENDARAAN HYUNDAI)",2025,HYUNDAI,"JL. DI. PANJAITAN NO.138, CIPINANG BESAR SEL., KECAMATAN JATINEGARA, KOTA JAKARTA TIMUR, DKI JAKARTA",2,"STANDART CHARGING"
"HYUNDAI PRAMUKA (KHUSUS KENDARAAN HYUNDAI)",2025,HYUNDAI,"JL. PRAMUKA NO.64, UTAN KAYU UTARA, KEC. MATRAMAN, KOTA JAKARTA PUSAT, DKI JAKARTA",2,"STANDART CHARGING"
"HYUNDAI LIPPO PLAZA KRAMAT JATI (KHUSUS KENDARAAN HYUNDAI)",2025,HYUNDAI,"JL. RAYA BOGOR NO.19, KRAMAT JATI, KEC. KRAMAT JATI, KOTA JAKARTA TIMUR, DKI JAKARTA",1,"STANDART CHARGING"
"ASTRIDO TOYOTA KELAPA GADING II (KHUSUS TOYOTA & LEXUS)",2025,TOYOTA-LEXUS,"JL. BUKIT GADING MEDITERANIA, RW.5, KLP. GADING BAR., KEC. KLP. GADING, JKT UTARA, DKI JAKARTA 14240",1,"MEDIUM CHARGING"
"AUTO2000 WAHID HASYIM / GSO (KHUSUS TOYOTA & LEXUS)",2025,TOYOTA-LEXUS,"JL. K.H. WAHID HASYIM NO.164, RT.1/RW.9, KP. BALI, KECAMATAN TANAH ABANG, KOTA JAKARTA PUSAT, DKI JAKARTA 10250",1,"MEDIUM CHARGING"
"TUNAS TOYOTA DEWI SARTIKA (KHUSUS TOYOTA & LEXUS)",2025,TOYOTA-LEXUS,"4 NO.12, RT.4/RW.12, CAWANG, KEC. KRAMAT JATI, KOTA JAKARTA TIMUR, DKI JAKARTA 13630",1,"MEDIUM CHARGING"
"AUTO2000 JUANDA (KHUSUS TOYOTA & LEXUS)",2025,TOYOTA-LEXUS,"SETARA NITYAJAYA PT., RT.1/RW.3, KB. KLP., KECAMATAN GAMBIR, KOTA JAKARTA PUSAT, DKI JAKARTA 10120",1,"MEDIUM CHARGING"
"AUTO2000 KAPUK (KHUSUS TOYOTA & LEXUS)",2025,TOYOTA-LEXUS,"AUTO 2000 KAPUK, RW.11, CENGKARENG TIM., KECAMATAN CENGKARENG, KOTA JAKARTA BARAT, DKI JAKARTA 11730",1,"MEDIUM CHARGING"
"AUTO2000 P. JAYAKARTA (KHUSUS TOYOTA & LEXUS)",2025,TOYOTA-LEXUS,"KOTA TUA, RT.8/RW.4, PINANGSIA, KEC. TAMAN SARI, KOTA JAKARTA BARAT, DKI JAKARTA 11110",1,"MEDIUM CHARGING"
"AUTO2000 PRAMUKA (KHUSUS TOYOTA & LEXUS)",2025,TOYOTA-LEXUS,"UTAN KAYU UTARA, KEC. MATRAMAN, KOTA JAKARTA TIMUR, DKI JAKARTA 13120",1,"MEDIUM CHARGING"
"AUTO2000 TEBET SUPOMO (KHUSUS TOYOTA & LEXUS)",2025,TOYOTA-LEXUS,"JAKARTA SELATAN, RT.5/RW.1, MENTENG DALAM, KEC. TEBET, KOTA JAKARTA SELATAN, DKI JAKARTA 12870",1,"MEDIUM CHARGING"
"AUTO2000 YOS SUDARSO (KHUSUS TOYOTA & LEXUS)",2025,TOYOTA-LEXUS,"JL. YOS SUDARSO BLOK A1-8 NO.KAV.46-48, RT.10/RW.6, SUNGAI BAMBU, KEC. TJ. PRIOK, JKT UTARA, DKI JAKARTA 14330",1,"MEDIUM CHARGING"
"PLAZA TOYOTA GREEN GARDEN (KHUSUS TOYOTA & LEXUS)",2025,TOYOTA-LEXUS,"JL. PANJANG NO.25, KEDOYA UTARA, KEC. KB. JERUK, KOTA JAKARTA BARAT, DKI JAKARTA 11520",1,"MEDIUM CHARGING"
"PLAZA TOYOTA KYAI TAPA (KHUSUS TOYOTA & LEXUS)",2025,TOYOTA-LEXUS,"JL. TAWAKAL RAYA, RT.5/RW.9, TOMANG, KEC. GROGOL PETAMBURAN, KOTA JAKARTA BARAT, DKI JAKARTA 11440",1,"MEDIUM CHARGING"
"PLAZA TOYOTA PEMUDA (KHUSUS TOYOTA & LEXUS)",2025,TOYOTA-LEXUS,"RT.4/RW.2, RAWAMANGUN, KEC. PULO GADUNG, KOTA JAKARTA TIMUR, DKI JAKARTA",1,"MEDIUM CHARGING"
"PLAZA TOYOTA TENDEAN (KHUSUS TOYOTA & LEXUS)",2025,TOYOTA-LEXUS,"JL. KAPTEN TENDEAN NO.9A, RT.1/RW.2, KUNINGAN BAR., KEC. MAMPANG PRPT., KOTA JAKARTA SELATAN, DKI JAKARTA 12710",1,"MEDIUM CHARGING"
"ASTRIDO TOYOTA PONDOK INDAH (KHUSUS TOYOTA & LEXUS)",2025,TOYOTA-LEXUS,"JL. ARTERI PD. INDAH NO.1A, RT.12/RW.9, KBY. LAMA SEL., KEC. KBY. LAMA, KOTA JAKARTA SELATAN, DKI JAKARTA 12240",1,"MEDIUM CHARGING"
"ASTRIDO TOYOTA KEBON JERUK (KHUSUS TOYOTA & LEXUS)",2025,TOYOTA-LEXUS,"JL. PERJUANGAN NO.33A, RT.11/RW.10, KB. JERUK, KEC. KB. JERUK, KOTA JAKARTA BARAT, DKI JAKARTA 11530",1,"MEDIUM CHARGING"
"AUTO2000 CILANDAK (KHUSUS TOYOTA & LEXUS)",2025,TOYOTA-LEXUS,"JL. TB SIMATUPANG NO.RT.11, RT.11/RW.4, CILANDAK BAR., KEC. CILANDAK, KOTA JAKARTA SELATAN, DKI JAKARTA 12430",1,"MEDIUM CHARGING"
"AUTO2000 DAAN MOGOT (KHUSUS TOYOTA & LEXUS)",2025,TOYOTA-LEXUS,"JL. RAYA DAAN MOGOT NO.146-147, RT.4/RW.5, DURI KEPA, KEC. KB. JERUK, KOTA JAKARTA BARAT, DKI JAKARTA 11510",1,"MEDIUM CHARGING"
"AUTO2000 KELAPA GADING (KHUSUS TOYOTA & LEXUS)",2025,TOYOTA-LEXUS,"JL. ARTERI KLP. GADING, RT.5/RW.2, PEGANGSAAN DUA, KEC. KLP. GADING, JKT UTARA, DKI JAKARTA 14250",1,"MEDIUM CHARGING"
"AUTO2000 PLUIT (KHUSUS TOYOTA & LEXUS)",2025,TOYOTA-LEXUS,"JAKARTA UTARA, PENJARINGAN, KEC. PENJARINGAN, JKT UTARA, DKI JAKARTA 14440",1,"MEDIUM CHARGING"
"TOYOTA PRIVILEGE CHARGING SPOT - ASHTA DISTRICT 8 (BASEMENT LG) (KHUSUS TOYOTA & LEXUS)",2025,TOYOTA-LEXUS,"ASHTA DISTRICT 8, JL. SENOPATI NO.8, RT.8/RW.3, SENAYAN, KEC. KBY. BARU, KOTA JAKARTA SELATAN, DKI JAKARTA 12190",3,"STANDART CHARGING"
"LEXUS MENTENG GALLERY (KHUSUS KENDARAAN LEXUS)",2025,TOYOTA-LEXUS,"JL. PROKLAMASI NO.43, RT.11/RW.2, PEGANGSAAN, KEC. MENTENG, KOTA JAKARTA PUSAT, DKI JAKARTA 10320",1,"STANDART CHARGING"
"LEXUS MAMPANG GALLERY (KHUSUS KENDARAAN LEXUS)",2025,TOYOTA-LEXUS,"MERCINDO AUTORAMA PT., RW.5, MAMPANG PRPT., KEC. MAMPANG PRPT., KOTA JAKARTA SELATAN, DKI JAKARTA 12790",1,"STANDART CHARGING"
"LEXUS PLUIT GALLERY (KHUSUS KENDARAAN LEXUS)",2025,TOYOTA-LEXUS,"JL. PLUIT SELATAN RAYA KAV. I NO.8, RT.1/RW.8, PENJARINGAN, KEC. PENJARINGAN, JKT UTARA, DKI JAKARTA 14440",1,"STANDART CHARGING"
"MALL KELAPA GADING 3 (LEXUS PARKING PRIVILEGE) (KHUSUS KENDARAAN LEXUS)",2025,TOYOTA-LEXUS,"RWR5+H52, RT.13/RW.18, KLP. GADING TIM., KEC. KLP. GADING, JKT UTARA, DKI JAKARTA 14240",1,"FAST CHARGING"
"MALL CENTRAL PARK (LUMINA LOBBY) (KHUSUS KENDARAAN LEXUS)",2025,TOYOTA-LEXUS,"L-300, JL. LETJEN S. PARMAN NO.28, RT.12/RW.6, TJ. DUREN SEL., KEC. GROGOL PETAMBURAN, KOTA JAKARTA BARAT, DKI JAKARTA 11470",1,"STANDART CHARGING"
"MENARA ASTRA (BASEMENT 1) (KHUSUS KENDARAAN LEXUS)",2025,TOYOTA-LEXUS,"JL. JENDERAL SUDIRMAN NO.KAV 5, RT.10/RW.11, KARET TENGSIN, KECAMATAN TANAH ABANG, KOTA JAKARTA PUSAT, DKI JAKARTA 10250",1,"ULTRA FAST CHARGING"
"PANTAI INDAH KAPUK (NORTH LOBBY - VALET AREA) (KHUSUS KENDARAAN LEXUS)",2025,TOYOTA-LEXUS,"PIK AVENUE MALL, DOTONBURI, JL. PANTAI INDAH BARAT NO.1, KAMAL MUARA, PENJARINGAN, JAKARTA 14470",1,"STANDART CHARGING"
"TAM LNTC SUNTER (KHUSUS KENDARAAN LEXUS)",2025,TOYOTA-LEXUS,"JAKARTA UTARA, SUNGAI BAMBU, KEC. TJ. PRIOK, JKT UTARA, DKI JAKARTA 14330",1,"STANDART CHARGING"
"(VOLTRON) SUVARNA GOLF CLUB",2025,VOLTRON,"JALAN RADAR SELATAN 6 RT 006/002 HALIM PERDANA KUSUMAH, MAKASAR, KOTA JAKARTA TIMUR – DKI JAKARTA 13610",1,"STANDART CHARGING"
"(VOLTRON) JAMBULUWUK THAMRIN HOTEL",2025,VOLTRON,"JALAN RIAU NO.5-7 RT 009/005 GONDANGDIA, MENTENG, KOTA JAKARTA PUSAT – DKI JAKARTA 10350",1,"STANDART CHARGING"
"(VOLTRON) JAMBULUWUK THAMRIN HOTEL",2025,VOLTRON,"JALAN RIAU NO.5-7 RT 009/005 GONDANGDIA, MENTENG, KOTA JAKARTA PUSAT – DKI JAKARTA 10350",1,"MEDIUM CHARGING"
"(VOLTRON) ARTOTEL SUITES MANGKULUHUR",2025,VOLTRON,"JALAN GATOT SUBROTO KAV. II NO.3 RT 001/004 KARET SEMANGGI, SETIABUDI, KOTA JAKARTA SELATAN – DKI JAKARTA 12930",1,"STANDART CHARGING"
"(VOLTRON) ARTOTEL SUITES MANGKULUHUR",2025,VOLTRON,"JALAN GATOT SUBROTO KAV. II NO.3 RT 001/004 KARET SEMANGGI, SETIABUDI, KOTA JAKARTA SELATAN – DKI JAKARTA 12930",1,"MEDIUM CHARGING"
"(VOLTRON) SEQUIS TOWER",2025,VOLTRON,"JALAN JENDERAL SUDIRMAN KAV 71 SENAYAN, KEBAYORAN BARU, KOTA JAKARTA SELATAN – DKI JAKARTA",1,"STANDART CHARGING"
"(VOLTRON) SEQUIS TOWER",2025,VOLTRON,"JALAN JENDERAL SUDIRMAN KAV 71 SENAYAN, KEBAYORAN BARU, KOTA JAKARTA SELATAN – DKI JAKARTA",1,"MEDIUM CHARGING"
"(VOLTRON) FX SUDIRMAN MALL",2025,VOLTRON,"JALAN JENDERAL SUDIRMAN, RT 001/003 GELORA, TANAH ABANG, KOTA JAKARTA PUSA – DKI JAKARTA 10270",1,"STANDART CHARGING"
"(VOLTRON) FX SUDIRMAN MALL",2025,VOLTRON,"JALAN JENDERAL SUDIRMAN, RT 001/003 GELORA, TANAH ABANG, KOTA JAKARTA PUSA – DKI JAKARTA 10270",1,"MEDIUM CHARGING"
"(VOLTRON) SARI PACIFIC HOTEL",2025,VOLTRON,"JALAN M.H. THAMRIN NO.6, RT 002/001 KEBUN SIRIH, MENTENG, KOTA JAKARTA PUSAT – DKI JAKARTA 10340",1,"STANDART CHARGING"
"(VOLTRON) SARI PACIFIC HOTEL",2025,VOLTRON,"JALAN M.H. THAMRIN NO.6, RT 002/001 KEBUN SIRIH, MENTENG, KOTA JAKARTA PUSAT – DKI JAKARTA 10340",1,"MEDIUM CHARGING"
"(VOLTRON) COMMODITY SQUARE",2025,VOLTRON,"JALAN GATOT SUBROTO NO.35-36 RT 006/003 KUNINGAN TIMUR, SETIABUDI, KOTA JAKARTA SELATAN – DKI JAKARTA 12950",1,"STANDART CHARGING"
"(VOLTRON) COMMODITY SQUARE",2025,VOLTRON,"JALAN GATOT SUBROTO NO.35-36 RT 006/003 KUNINGAN TIMUR, SETIABUDI, KOTA JAKARTA SELATAN – DKI JAKARTA 12950",1,"FAST CHARGING"
"(VOLTRON) THE BELLEZZA RETAIL & APARTMENT",2025,VOLTRON,"JALAN ARTERI PERMATA HIJAU NO.53 GROGOL UTARA, KEBAYORAN LAMA, KOTA JAKARTA SELATAN – DKI JAKARTA 11560",1,"STANDART CHARGING"
"(VOLTRON) THE BELLEZZA RETAIL & APARTMENT",2025,VOLTRON,"JALAN ARTERI PERMATA HIJAU NO.53 GROGOL UTARA, KEBAYORAN LAMA, KOTA JAKARTA SELATAN – DKI JAKARTA 11560",1,"MEDIUM CHARGING"
"(VOLTRON) MENARA ERA",2025,VOLTRON,"JALAN SENEN RAYA NO.135 SENEN, SENEN, KOTA JAKARTA PUSAT - DKI JAKARTA 10410",1,"STANDART CHARGING"
"(VOLTRON) MENARA ERA",2025,VOLTRON,"JALAN SENEN RAYA NO.135 SENEN, SENEN, KOTA JAKARTA PUSAT - DKI JAKARTA 10410",1,"MEDIUM CHARGING"
"(VOLTRON) PAKUBUWONO VIEW",2025,VOLTRON,"JALAN ARTERI PD. INDAH NO.12 RT 007/001 KEBAYORAN LAMA UTARA, KEBAYORAN LAMA, KOTA JAKARTA SELATAN - DKI JAKARTA12240",1,"STANDART CHARGING"
"(VOLTRON) PAKUBUWONO VIEW",2025,VOLTRON,"JALAN ARTERI PD. INDAH NO.12 RT 007/001 KEBAYORAN LAMA UTARA, KEBAYORAN LAMA, KOTA JAKARTA SELATAN - DKI JAKARTA12240",1,"MEDIUM CHARGING"
"(VOLTRON) TCC BATAVIA",2025,VOLTRON,"JALAN KARET PASAR BARU BARAT VII NO.1 RT 009/003 KARET TENGSIN, TANAH ABANG, KOTA JAKARTA PUSAT - DKI JAKARTA 10250",1,"STANDART CHARGING"
"(VOLTRON) TCC BATAVIA",2025,VOLTRON,"JALAN KARET PASAR BARU BARAT VII NO.1 RT 009/003 KARET TENGSIN, TANAH ABANG, KOTA JAKARTA PUSAT - DKI JAKARTA 10250",1,"MEDIUM CHARGING"
"(VOLTRON) PLAZA SLIPI JAYA",2025,VOLTRON,"LETJEN S. PARMAN RT 014/001 KEMANGGISAN, PALMERAH - KOTA JAKARTA BARAT - DKI JAKARTA 11480",1,"STANDART CHARGING"
"(VOLTRON) PLAZA SLIPI JAYA",2025,VOLTRON,"LETJEN S. PARMAN RT 014/001 KEMANGGISAN, PALMERAH - KOTA JAKARTA BARAT - DKI JAKARTA 11480",1,"MEDIUM CHARGING"
"(VOLTRON) PLAZA FESTIVAL",2025,VOLTRON,"JALAN H. R. RASUNA SAID NO.22 RT 002/005 KARET KUNINGAN, SETIABUDI, KOTA JAKARTA SELATAN - DKI JAKARTA 12940",1,"STANDART CHARGING"
"(VOLTRON) PLAZA FESTIVAL",2025,VOLTRON,"JALAN H. R. RASUNA SAID NO.22 RT 002/005 KARET KUNINGAN, SETIABUDI, KOTA JAKARTA SELATAN - DKI JAKARTA 12940",1,"MEDIUM CHARGING"
"(VOLTRON) MENARA DEA",2025,VOLTRON,"JALAN MEGA KUNINGAN BARAT BLOK KAV.E4.3 NO.1-2 RT 005/002 KUNINGAN TIMUR, SETIABUDI, KOTA JAKARTA SELATAN - DKI JAKARTA 12950",1,"STANDART CHARGING"
"(VOLTRON) MENARA DEA",2025,VOLTRON,"JALAN MEGA KUNINGAN BARAT BLOK KAV.E4.3 NO.1-2 RT 005/002 KUNINGAN TIMUR, SETIABUDI, KOTA JAKARTA SELATAN - DKI JAKARTA 12950",1,"MEDIUM CHARGING"
"(VOLTRON) RAJAWALI PLACE - ST. REGIS KUNINGAN",2025,VOLTRON,"JALAN H. R. RASUNA SAID NO.KAV. B/4 KUNINGAN, SETIABUDI, KOTA JAKARTA SELATAN - DKI JAKARTA 12910",1,"MEDIUM CHARGING"
"(VOLTRON) PLAZA BANK INDEX",2025,VOLTRON,"JALAN M.H. THAMRIN NO.57 RT 009/005, GONDANGDIA, MENTENG, KOTA JAKARTA PUSAT - DKI JAKARTA 10350",1,"STANDART CHARGING"
"(VOLTRON) PLAZA BANK INDEX",2025,VOLTRON,"JALAN M.H. THAMRIN NO.57 RT 009/005, GONDANGDIA, MENTENG, KOTA JAKARTA PUSAT - DKI JAKARTA 10350",1,"MEDIUM CHARGING"
"(VOLTRON) MENARA THAMRIN",2025,VOLTRON,"JALAN M.H. THAMRIN KAV 3 RT 002/001 KAMPUNG BALI, TANAH ABANG, KOTA JAKARTA PUSAT - DKI JAKARTA 10250",1,"STANDART CHARGING"
"(VOLTRON) MENARA THAMRIN",2025,VOLTRON,"JALAN M.H. THAMRIN KAV 3 RT 002/001 KAMPUNG BALI, TANAH ABANG, KOTA JAKARTA PUSAT - DKI JAKARTA 10250",1,"MEDIUM CHARGING"
"(VOLTRON) MALL @ BASSURRA",2025,VOLTRON,"JALAN JENDERAL BASUKI RACHMAT NO.1A CIPINANG BESAR SELATAN, JATINEGARA, KOTA JAKARTA TIMUR - DKI JAKARTA 13410",1,"STANDART CHARGING"
"(VOLTRON) MALL @ BASSURRA",2025,VOLTRON,"JALAN JENDERAL BASUKI RACHMAT NO.1A CIPINANG BESAR SELATAN, JATINEGARA, KOTA JAKARTA TIMUR - DKI JAKARTA 13410",1,"MEDIUM CHARGING"
"(VOLTRON) ARKADIA GREEN PARK",2025,VOLTRON,"JALAN TB SIMATUPANG NO.88 RT 001/001 KEBAGUSAN, PASAR MINGGU, KOTA JAKARTA SELATAN - DKI JAKARTA 12520",1,"STANDART CHARGING"
